(('en el caso de', 1.0), 86, (1456, 1237), None, 'hsl(0, 100%, 30%)')
(('á la consideracion de', 0.3012862439212296), 9, (1533, 2698), None, 'hsl(234, 100%, 30%)')
(('a la comision de', 0.25954057558232374), 8, (1654, 2807), 2, 'hsl(236, 100%, 30%)')
(('acto del juicio oral', 0.17227474518569272), 7, (1803, 2615), None, 'hsl(240, 100%, 30%)')
(('y circule para su', 0.17140445669119669), 7, (1802, 2747), None, 'hsl(240, 100%, 30%)')
(('la tercera pregunta dixo', 0.14398582274694419), 6, (1602, 2578), 2, 'hsl(242, 100%, 30%)')
(('dictamen de las comisiones', 0.12569804253506195), 6, (1970, 2659), None, 'hsl(243, 100%, 30%)')
(('de la sierra gorda', 0.10593412778099383), 6, (1887, 2526), None, 'hsl(244, 100%, 30%)')
(('si si si si', 0.10064963967885179), 6, (1614, 2740), 2, 'hsl(244, 100%, 30%)')
(('escuela nacional de música', 0.08731139941983948), 6, (1506, 2760), None, 'hsl(245, 100%, 30%)')
(('de guerra del perú', 0.086014062549232703), 6, (1893, 2535), None, 'hsl(245, 100%, 30%)')
(('ignacio de la llave', 0.075198892637780471), 6, (1593, 2664), 2, 'hsl(246, 100%, 30%)')
(('médico de su honra', 0.065714981120252328), 6, (1900, 2711), None, 'hsl(246, 100%, 30%)')
(('el valle del ebro', 0.064519695891460199), 6, (1921, 2536), None, 'hsl(246, 100%, 30%)')
(('el médico de su', 0.063663797980901826), 6, (1941, 2673), None, 'hsl(246, 100%, 30%)')
(('al sur con el', 0.059132343441220626), 6, (1601, 2586), 2, 'hsl(246, 100%, 30%)')
(('de interior y justicia', 0.055343604334298947), 6, (1652, 2747), 2, 'hsl(247, 100%, 30%)')
(('términos que establezca la', 0.05308791268811406), 6, (1900, 2547), None, 'hsl(247, 100%, 30%)')
(('la ley de administración', 0.051133455992011786), 6, (1849, 2729), None, 'hsl(247, 100%, 30%)')
(('de la zona libre', 0.047620514001399057), 6, (1924, 2664), None, 'hsl(247, 100%, 30%)')
(('la muerte del dictador', 0.046614551231277744), 6, (1813, 2744), None, 'hsl(247, 100%, 30%)')
(('de las preguntas de', 0.045820436047309003), 6, (1656, 2583), 2, 'hsl(247, 100%, 30%)')
(('el sistema de libre', 0.045163181138895191), 6, (1651, 2772), 2, 'hsl(247, 100%, 30%)')
(('de material de transporte', 0.044948437905852699), 6, (1960, 2678), None, 'hsl(247, 100%, 30%)')
(('política exterior de españa', 0.044091961411385987), 6, (1545, 2696), None, 'hsl(247, 100%, 30%)')
(('juan josé de austria', 0.041407066812913632), 6, (1762, 2694), 2, 'hsl(247, 100%, 30%)')
(('la desarticulación de la', 0.038274540067359843), 6, (1710, 2651), 2, 'hsl(247, 100%, 30%)')
(('un valor de uso', 0.03390572820727647), 6, (1653, 2691), 2, 'hsl(248, 100%, 30%)')
(('los que se dispone', 0.032797625833932954), 6, (1732, 2770), 2, 'hsl(248, 100%, 30%)')
(('el golpe militar del', 0.032755252866413925), 6, (1530, 2586), 2, 'hsl(248, 100%, 30%)')
(('y la productividad del', 0.01706697200222081), 5, (1763, 2552), 2, 'hsl(249, 100%, 30%)')
(('se va á votar', 1.0), 50, (2198, 2325), None, 'hsl(125, 100%, 30%)')
(('quien pida la palabra', 0.46188962239920428), 31, (2247, 2291), None, 'hsl(192, 100%, 30%)')
(('la audiencia de lo', 0.39219704878411177), 29, (1967, 2571), 2, 'hsl(201, 100%, 30%)')
(('si se aprueba el', 0.37752596092722485), 28, (2297, 2339), None, 'hsl(202, 100%, 30%)')
(('de la ley municipal', 0.30845140006574367), 25, (1959, 2535), 2, 'hsl(211, 100%, 30%)')
(('se adhirieron al voto', 0.29306852634420888), 24, (1970, 2497), 2, 'hsl(213, 100%, 30%)')
(('la real orden impugnada', 0.24854403902733138), 17, (2325, 2348), None, 'hsl(218, 100%, 30%)')
(('publíquese é insértese en', 0.19926985006650003), 15, (2026, 2608), 2, 'hsl(225, 100%, 30%)')
(('rubricado por el señor', 0.19259108867449878), 15, (2174, 2344), None, 'hsl(225, 100%, 30%)')
(('dice lo que dicho', 0.18985401536100432), 15, (2044, 2444), 2, 'hsl(226, 100%, 30%)')
(('á la dirección general', 0.18572497844364452), 15, (2028, 2638), 2, 'hsl(226, 100%, 30%)')
(('publiquese é insértese en', 0.18013175598493456), 15, (1989, 2473), 2, 'hsl(227, 100%, 30%)')
(('una solicitud de don', 0.1725440104846615), 15, (2344, 2388), None, 'hsl(228, 100%, 30%)')
(('publique y circule para', 0.17203596403979082), 15, (1991, 2659), 2, 'hsl(228, 100%, 30%)')
(('si se aprueba la', 0.15037745327792768), 14, (2361, 2392), None, 'hsl(231, 100%, 30%)')
(('contra la expresada sentencia', 0.14843748328966255), 14, (1934, 2515), 2, 'hsl(231, 100%, 30%)')
(('resultando de ella que', 0.14301734761778775), 13, (2278, 2389), None, 'hsl(232, 100%, 30%)')
(('pública en el día', 0.13695187053826255), 13, (2010, 2687), 2, 'hsl(232, 100%, 30%)')
(('los honorarios del doctor', 0.13351345769694242), 13, (1979, 2621), 2, 'hsl(233, 100%, 30%)')
(('su aprobacion al siguiente', 0.13294816131275045), 10, (2194, 2330), None, 'hsl(233, 100%, 30%)')
(('verdad para el juramento', 0.13120491962938566), 10, (2376, 2391), None, 'hsl(233, 100%, 30%)')
(('de comisiones de la', 0.12783000093729027), 10, (2019, 2593), 2, 'hsl(234, 100%, 30%)')
(('sala de comisiones de', 0.11969423683653607), 10, (2288, 2362), None, 'hsl(235, 100%, 30%)')
(('la minuta de comunicación', 0.1169452949349999), 10, (2006, 2460), 2, 'hsl(235, 100%, 30%)')
(('é insértese en el', 0.11582995292468745), 10, (2385, 2424), None, 'hsl(235, 100%, 30%)')
(('la alta corte federal', 0.11150164135996783), 10, (2079, 2418), 2, 'hsl(236, 100%, 30%)')
(('en las preguntas antes', 0.11025835534327696), 10, (2053, 2428), 2, 'hsl(236, 100%, 30%)')
(('es la verdad para', 0.10952179335793716), 10, (2113, 2555), 2, 'hsl(236, 100%, 30%)')
(('que se declaran probados', 0.10745850634974181), 8, (2236, 2311), None, 'hsl(236, 100%, 30%)')
(('señor diputado por san', 0.10521304237741474), 8, (2393, 2413), None, 'hsl(236, 100%, 30%)')
(('á la administración general', 0.10443067869773523), 7, (2236, 2410), None, 'hsl(236, 100%, 30%)')
(('por las preguntas del', 0.098323096391553788), 7, (2236, 2519), None, 'hsl(237, 100%, 30%)')
(('la pregunta antes desta', 0.098231232479237901), 7, (2118, 2597), 2, 'hsl(237, 100%, 30%)')
(('aprueba en general y', 0.097295846667188379), 7, (2006, 2708), 2, 'hsl(237, 100%, 30%)')
(('escribano público y del', 0.093607499850628148), 7, (2278, 2297), None, 'hsl(238, 100%, 30%)')
(('sabe que el dicho', 0.092068534269069316), 7, (2008, 2600), 2, 'hsl(238, 100%, 30%)')
(('é insertará en la', 0.091358503417326015), 7, (1966, 2485), 2, 'hsl(238, 100%, 30%)')
(('dijo que este testigo', 0.086206368250810794), 7, (2272, 2520), None, 'hsl(239, 100%, 30%)')
(('las preguntas del dicho', 0.081516650391518425), 7, (1971, 2560), 2, 'hsl(239, 100%, 30%)')
(('dicho tiene en las', 0.081510637620518286), 7, (2140, 2628), 2, 'hsl(239, 100%, 30%)')
(('tiene en las preguntas', 0.080291122365386478), 7, (2401, 2422), None, 'hsl(239, 100%, 30%)')
(('ó de fuerza mayor', 0.079135724402647198), 7, (2106, 2400), 2, 'hsl(240, 100%, 30%)')
(('testigo que el dicho', 0.075636058248785817), 7, (2286, 2525), None, 'hsl(240, 100%, 30%)')
(('la administración de impuestos', 0.064601517076218251), 6, (2041, 2676), 2, 'hsl(241, 100%, 30%)')
(('gobierno del estado libre', 0.058422647189839166), 6, (2165, 2425), None, 'hsl(242, 100%, 30%)')
(('sociedad de la igualdad', 0.056050901749604309), 6, (2032, 2529), 2, 'hsl(243, 100%, 30%)')
(('que lo que della', 0.054559468223692287), 6, (1977, 2631), 2, 'hsl(243, 100%, 30%)')
(('universidad central del ecuador', 0.052961049090739433), 6, (2295, 2373), None, 'hsl(243, 100%, 30%)')
(('que sabe desta pregunta', 0.052820251442315225), 6, (2409, 2418), None, 'hsl(243, 100%, 30%)')
(('lo que sabe desta', 0.050534584982345074), 6, (2320, 2461), None, 'hsl(243, 100%, 30%)')
(('que sabe este testigo', 0.049233616765977317), 6, (1953, 2526), 2, 'hsl(243, 100%, 30%)')
(('de presidio menor en', 0.048251097002535673), 6, (2338, 2369), None, 'hsl(243, 100%, 30%)')
(('que este testigo sabe', 0.048107496516154438), 6, (2244, 2556), None, 'hsl(243, 100%, 30%)')
(('la universidad central del', 0.04418003731413906), 6, (2039, 2486), 2, 'hsl(244, 100%, 30%)')
(('sala de la suprema', 0.04337711618243878), 6, (2152, 2518), 2, 'hsl(244, 100%, 30%)')
(('el auto de formal', 0.039365860772091331), 6, (1959, 2555), None, 'hsl(245, 100%, 30%)')
(('de justicia y del', 0.037010592801510082), 6, (2105, 2409), 2, 'hsl(245, 100%, 30%)')
(('nuestra merced e de', 0.03580178748844591), 6, (2201, 2360), None, 'hsl(245, 100%, 30%)')
(('los juzgados de distrito', 0.035036454193132921), 6, (2013, 2697), 2, 'hsl(245, 100%, 30%)')
(('san felipe del progreso', 0.032651175036039683), 6, (2139, 2525), 2, 'hsl(245, 100%, 30%)')
(('parte de la mano', 0.030935684260451457), 6, (2292, 2302), None, 'hsl(246, 100%, 30%)')
(('mitad del presente siglo', 0.030741052434866523), 6, (1983, 2650), 2, 'hsl(246, 100%, 30%)')
(('justicia de la unión', 0.030291345152621794), 6, (2115, 2389), 2, 'hsl(246, 100%, 30%)')
(('academia de las ciencias', 0.026903815258518565), 6, (2082, 2651), 2, 'hsl(246, 100%, 30%)')
(('mitad de nuestro siglo', 0.026851017135791369), 6, (2129, 2568), 2, 'hsl(246, 100%, 30%)')
(('d d d d', 0.026749323034999103), 6, (2188, 2456), None, 'hsl(246, 100%, 30%)')
(('por el protocolo de', 0.026738125418803514), 6, (2244, 2336), None, 'hsl(246, 100%, 30%)')
(('el juzgado de lo', 0.026006494089088929), 6, (1962, 2607), 2, 'hsl(246, 100%, 30%)')
(('el banco de guatemala', 0.024149044296212705), 6, (2041, 2435), 2, 'hsl(246, 100%, 30%)')
(('por ciento anual en', 0.023341116709505481), 6, (2038, 2492), 2, 'hsl(247, 100%, 30%)')
(('de la autoridad responsable', 0.02279072714122746), 5, (2201, 2573), None, 'hsl(247, 100%, 30%)')
(('los bienes de dominio', 0.022595999830048969), 5, (2246, 2462), None, 'hsl(247, 100%, 30%)')
(('el valor bruto de', 0.021734780861970487), 5, (2130, 2656), 2, 'hsl(247, 100%, 30%)')
(('de las formas verbales', 0.020246432861255818), 5, (2186, 2344), None, 'hsl(247, 100%, 30%)')
(('don josé de gálvez', 0.018777022817596991), 5, (1995, 2675), 2, 'hsl(247, 100%, 30%)')
(('consejo supremo de justicia', 0.018394678537627846), 5, (1951, 2491), 2, 'hsl(247, 100%, 30%)')
(('la entrega de tierras', 0.018360190574629075), 5, (2356, 2415), None, 'hsl(247, 100%, 30%)')
(('de seres humanos en', 0.018053601276532032), 5, (2271, 2329), None, 'hsl(247, 100%, 30%)')
(('competente en materia de', 0.01553787698478562), 5, (2415, 2422), None, 'hsl(248, 100%, 30%)')
(('de servicios de transporte', 0.015010884184639436), 5, (2064, 2563), 2, 'hsl(248, 100%, 30%)')
(('la población de más', 0.014730289127528275), 5, (2040, 2632), 2, 'hsl(248, 100%, 30%)')
(('la comprensión del texto', 0.012734131650209837), 5, (2009, 2717), 2, 'hsl(248, 100%, 30%)')
(('proyecto de lei que', 1.0), 45, (2487, 1940), None, 'hsl(216, 100%, 30%)')
(('disponga lo necesario á', 0.87289252265433992), 34, (2435, 2044), None, 'hsl(220, 100%, 30%)')
(('justicia é instrucción pública', 0.73604866492926768), 28, (2537, 1949), None, 'hsl(225, 100%, 30%)')
(('resultando que emplazado el', 0.66844691555745195), 23, (2570, 1961), None, 'hsl(227, 100%, 30%)')
(('de mil novecientos uno', 0.66104077685071283), 23, (2390, 2122), None, 'hsl(227, 100%, 30%)')
(('este expediente á la', 0.65765502997660985), 22, (2602, 2002), None, 'hsl(227, 100%, 30%)')
(('previa reposición de sellos', 0.59322493619586658), 19, (2408, 2157), None, 'hsl(229, 100%, 30%)')
(('leal ciudad de santiago', 0.58663340049375368), 19, (2626, 1983), None, 'hsl(230, 100%, 30%)')
(('audiencia pública en el', 0.58378570845985656), 18, (2461, 2176), None, 'hsl(230, 100%, 30%)')
(('en este cabildo se', 0.53459693585983969), 16, (2364, 2156), None, 'hsl(231, 100%, 30%)')
(('el despacho de gobernación', 0.49722569393920252), 14, (2648, 1984), None, 'hsl(233, 100%, 30%)')
(('de mil novecientos nueve', 0.46794668286001906), 14, (2346, 2173), None, 'hsl(234, 100%, 30%)')
(('escribanía mayor de gobierno', 0.45976021139301221), 13, (2469, 1978), None, 'hsl(234, 100%, 30%)')
(('seiscientos y cuarenta y', 0.41686205252297137), 12, (2665, 2005), None, 'hsl(235, 100%, 30%)')
(('justicia y regimiento desta', 0.39636753536974229), 11, (2475, 2271), None, 'hsl(236, 100%, 30%)')
(('de la real justicia', 0.38558070371721992), 11, (2687, 2010), None, 'hsl(236, 100%, 30%)')
(('comisiones de hacienda y', 0.35827393612734065), 10, (2522, 2032), None, 'hsl(237, 100%, 30%)')
(('sala del tribunal superior', 0.35098671074145793), 10, (2325, 2197), None, 'hsl(238, 100%, 30%)')
(('de vista de fojas', 0.3249007396903873), 9, (2424, 2076), None, 'hsl(239, 100%, 30%)')
(('y vuelva á la', 0.31051133198967529), 9, (2301, 2229), None, 'hsl(239, 100%, 30%)')
(('seiscientos y diez y', 0.28900262918432995), 8, (2482, 1994), None, 'hsl(240, 100%, 30%)')
(('á la república argentina', 0.28038917743178676), 8, (2591, 1973), None, 'hsl(240, 100%, 30%)')
(('y pase á la', 0.27193944941520704), 8, (2461, 2371), None, 'hsl(240, 100%, 30%)')
(('la cuenca de méxico', 0.26474882289219637), 7, (2432, 2260), None, 'hsl(241, 100%, 30%)')
(('comisión de asuntos constitucionales', 0.2575690771643348), 7, (2378, 2140), None, 'hsl(241, 100%, 30%)')
(('sabe de esta pregunta', 0.25426070782604954), 6, (2423, 2353), None, 'hsl(241, 100%, 30%)')
(('ochocientos cuarenta y nueve', 0.24617648309996693), 6, (2561, 1990), None, 'hsl(241, 100%, 30%)')
(('y atento lo informado', 0.234095593105941), 6, (2312, 2246), None, 'hsl(242, 100%, 30%)')
(('con testimonio de esta', 0.20616973078238468), 6, (2337, 2205), None, 'hsl(243, 100%, 30%)')
(('y seiscientos y cuarenta', 0.17459092931912523), 6, (2369, 2295), None, 'hsl(244, 100%, 30%)')
(('cerro de la sal', 0.16798579917016815), 6, (2376, 2313), None, 'hsl(244, 100%, 30%)')
(('contenido en esta pregunta', 0.16182874502554648), 5, (2489, 2321), None, 'hsl(244, 100%, 30%)')
(('juzgado de letras de', 0.15685184589665321), 5, (2567, 1961), None, 'hsl(244, 100%, 30%)')
(('palabra para una cuestión', 0.1519994957509507), 5, (2708, 2020), None, 'hsl(244, 100%, 30%)')
(('de la segunda persona', 0.10910196560644454), 4, (2488, 2253), None, 'hsl(246, 100%, 30%)')
(('cm de largo por', 0.098938198269434216), 4, (2563, 2231), None, 'hsl(246, 100%, 30%)')
(('deuda externa de la', 0.095353790609991176), 4, (2530, 1978), None, 'hsl(246, 100%, 30%)')
(('de este dicho pueblo', 0.095103141675208752), 4, (2558, 2177), None, 'hsl(246, 100%, 30%)')
(('de la novela realista', 0.089583679789777201), 4, (2485, 2127), 2, 'hsl(246, 100%, 30%)')
(('universidad católica de santiago', 0.088475189188068001), 4, (2387, 2149), 2, 'hsl(247, 100%, 30%)')
(('en grado de tentativa', 0.088454090395400434), 4, (2497, 2198), 2, 'hsl(247, 100%, 30%)')
(('los agentes del ministerio', 0.08308687233504311), 4, (2679, 2069), None, 'hsl(247, 100%, 30%)')
(('de la reflexión de', 0.082901113871579835), 4, (2496, 2360), 2, 'hsl(247, 100%, 30%)')
(('pérez de la riva', 0.080309549149344378), 4, (2594, 2107), None, 'hsl(247, 100%, 30%)')
(('la armada de chile', 0.077796824216363233), 4, (2506, 2259), 2, 'hsl(247, 100%, 30%)')
(('gobernador de nuevo león', 0.067799457892391349), 4, (2533, 2110), None, 'hsl(247, 100%, 30%)')
(('el salón de clase', 0.067609816444845414), 4, (2700, 2046), None, 'hsl(247, 100%, 30%)')
(('un hito en el', 0.0639183666734843), 4, (2428, 2222), None, 'hsl(247, 100%, 30%)')
(('en el sistema electoral', 0.063672136913724461), 4, (2593, 2210), 2, 'hsl(247, 100%, 30%)')
(('en moneda extranjera se', 0.062849449767493862), 4, (2525, 2315), 2, 'hsl(247, 100%, 30%)')
(('justicia de la nacion', 0.051632994581757907), 4, (2595, 2215), 2, 'hsl(248, 100%, 30%)')
(('cargo de elección popular', 0.05143071873694828), 4, (2334, 2284), None, 'hsl(248, 100%, 30%)')
(('los componentes del sistema', 0.045810953320688234), 4, (2340, 2282), None, 'hsl(248, 100%, 30%)')
(('los señores por la', 1.0), 58, (2680, 1504), None, 'hsl(68, 100%, 30%)')
(('señores por la afirmativa', 0.96739048315842813), 39, (2617, 1504), None, 'hsl(74, 100%, 30%)')
(('si no se observa', 0.1309980156201338), 21, (2737, 1672), None, 'hsl(226, 100%, 30%)')
(('declarativo de mayor cuantía', 0.12182092805499219), 19, (2583, 1624), None, 'hsl(227, 100%, 30%)')
(('disposición del ciudadano presidente', 0.11689041948980396), 18, (2765, 1510), None, 'hsl(228, 100%, 30%)')
(('juicio declarativo de mayor', 0.11629366470779411), 18, (2656, 1545), None, 'hsl(228, 100%, 30%)')
(('por disposición del ciudadano', 0.11565539624058155), 18, (2784, 1544), None, 'hsl(229, 100%, 30%)')
(('incluya en la ley', 0.11532653269521041), 18, (2735, 1508), None, 'hsl(229, 100%, 30%)')
(('rúbrica del señor presidente', 0.0994599390845851), 16, (2807, 1519), None, 'hsl(231, 100%, 30%)')
(('dado en palacio a', 0.09912323401329716), 16, (2552, 1760), None, 'hsl(232, 100%, 30%)')
(('hay quien haga uso', 0.090759165058908256), 14, (2739, 1855), None, 'hsl(233, 100%, 30%)')
(('queda sancionado el proyecto', 0.081870470692678221), 13, (2661, 1779), None, 'hsl(235, 100%, 30%)')
(('atento lo informado por', 0.078112486011045687), 13, (2598, 1514), None, 'hsl(235, 100%, 30%)')
(('la república por cuanto', 0.067197510572244087), 12, (2674, 1723), None, 'hsl(237, 100%, 30%)')
(('representada por el procurador', 0.060816502203198779), 10, (2569, 1780), None, 'hsl(238, 100%, 30%)')
(('la sala de instancia', 0.059050884244841201), 10, (2647, 1852), None, 'hsl(239, 100%, 30%)')
(('me están conferidas por', 0.058456633110524049), 9, (2601, 1844), None, 'hsl(239, 100%, 30%)')
(('imputación a la presente', 0.044159390810068047), 8, (2824, 1597), None, 'hsl(242, 100%, 30%)')
(('primera pregunta dixo que', 0.03877516164535403), 7, (2756, 1837), None, 'hsl(242, 100%, 30%)')
(('os aconseja la sanción', 0.037222364863702014), 7, (2728, 1920), None, 'hsl(243, 100%, 30%)')
(('industria y comercio en', 0.030945103591896526), 6, (2768, 1853), None, 'hsl(244, 100%, 30%)')
(('los reclamos de la', 0.028601116295982526), 6, (2510, 1909), 2, 'hsl(244, 100%, 30%)')
(('segundo período de sesiones', 0.02746272590573267), 6, (2833, 1534), None, 'hsl(245, 100%, 30%)')
(('la provincia del guayas', 0.023670709632375001), 6, (2781, 1507), 2, 'hsl(245, 100%, 30%)')
(('para aceptar y usar', 0.023156188745144118), 6, (2670, 1582), 2, 'hsl(245, 100%, 30%)')
(('la convención nacional constituyente', 0.022574038314376519), 6, (2725, 1525), None, 'hsl(245, 100%, 30%)')
(('ley de la comisión', 0.021834132391022811), 6, (2670, 1615), None, 'hsl(246, 100%, 30%)')
(('tiene la palabra la', 0.021796592194937545), 6, (2568, 1689), None, 'hsl(246, 100%, 30%)')
(('la escuela superior del', 0.02128299184186595), 6, (2504, 1900), 2, 'hsl(246, 100%, 30%)')
(('de la lógica formal', 0.020900347785164079), 6, (2599, 1763), 2, 'hsl(246, 100%, 30%)')
(('no se devuelven originales', 0.020185365719719961), 6, (2725, 1743), None, 'hsl(246, 100%, 30%)')
(('tratado de guadalupe hidalgo', 0.019484036306466376), 6, (2754, 1693), None, 'hsl(246, 100%, 30%)')
(('secretario de industria y', 0.019012287479665026), 6, (2784, 1801), None, 'hsl(246, 100%, 30%)')
(('la diputación de barcelona', 0.018477994642251153), 6, (2615, 1643), None, 'hsl(246, 100%, 30%)')
(('de primera mano de', 0.018352737457662509), 6, (2598, 1724), 2, 'hsl(246, 100%, 30%)')
(('de la guerrilla de', 0.01780528279375207), 6, (2672, 1588), 2, 'hsl(246, 100%, 30%)')
(('congreso nacional de educación', 0.016756854645105412), 5, (2534, 1826), None, 'hsl(246, 100%, 30%)')
(('los grados de libertad', 0.015582888598344067), 5, (2678, 1932), 2, 'hsl(247, 100%, 30%)')
(('de la segunda sala', 0.015411917319093986), 5, (2725, 1660), 2, 'hsl(247, 100%, 30%)')
(('problema de la integración', 0.014214595322302213), 5, (2805, 1747), None, 'hsl(247, 100%, 30%)')
(('la poesía es una', 0.013830494239567412), 5, (2647, 1962), 2, 'hsl(247, 100%, 30%)')
(('ruiz de la peña', 0.013228515384686515), 5, (2725, 1649), 2, 'hsl(247, 100%, 30%)')
